REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
NAmerica,PWRCOACANWS01,CO2,1,2029,0.211
NAmerica,PWRCOACANWS01,CO2,2,2029,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2029,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2029,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2029,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2029,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2029,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2029,0.064
NAmerica,PWRCOACANOT01,CO2,1,2029,0.211
NAmerica,PWRCOACANOT01,CO2,2,2029,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2029,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2029,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2029,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2029,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2029,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2030,0.064
NAmerica,PWRCOACANAT01,CO2,1,2030,0.211
NAmerica,PWRCOACANAT01,CO2,2,2030,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2030,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2030,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2030,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2030,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2030,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2030,0.064
NAmerica,PWRCOACANMW01,CO2,1,2030,0.211
NAmerica,PWRCOACANMW01,CO2,2,2030,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2030,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2030,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2030,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2030,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2030,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2030,0.064
NAmerica,PWRCOACANQC01,CO2,1,2030,0.211
NAmerica,PWRCOACANQC01,CO2,2,2030,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2030,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2030,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2030,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2030,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2030,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2030,0.064
NAmerica,PWRCOACANWS01,CO2,1,2030,0.211
NAmerica,PWRCOACANWS01,CO2,2,2030,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2030,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2030,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2030,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2030,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2030,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2030,0.064
NAmerica,PWRCOACANOT01,CO2,1,2030,0.211
NAmerica,PWRCOACANOT01,CO2,2,2030,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2030,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2030,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2030,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2030,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2030,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2031,0.064
NAmerica,PWRCOACANAT01,CO2,1,2031,0.211
NAmerica,PWRCOACANAT01,CO2,2,2031,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2031,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2031,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2031,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2031,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2031,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2031,0.064
NAmerica,PWRCOACANMW01,CO2,1,2031,0.211
NAmerica,PWRCOACANMW01,CO2,2,2031,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2031,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2031,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2031,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2031,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2031,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2031,0.064
NAmerica,PWRCOACANQC01,CO2,1,2031,0.211
NAmerica,PWRCOACANQC01,CO2,2,2031,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2031,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2031,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2031,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2031,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2031,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2031,0.064
NAmerica,PWRCOACANWS01,CO2,1,2031,0.211
NAmerica,PWRCOACANWS01,CO2,2,2031,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2031,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2031,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2031,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2031,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2031,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2031,0.064
NAmerica,PWRCOACANOT01,CO2,1,2031,0.211
NAmerica,PWRCOACANOT01,CO2,2,2031,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2031,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2031,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2031,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2031,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2031,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2032,0.064
NAmerica,PWRCOACANAT01,CO2,1,2032,0.211
NAmerica,PWRCOACANAT01,CO2,2,2032,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2032,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2032,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2032,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2032,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2032,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2032,0.064
NAmerica,PWRCOACANMW01,CO2,1,2032,0.211
NAmerica,PWRCOACANMW01,CO2,2,2032,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2032,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2032,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2032,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2032,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2032,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2032,0.064
NAmerica,PWRCOACANQC01,CO2,1,2032,0.211
NAmerica,PWRCOACANQC01,CO2,2,2032,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2032,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2032,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2032,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2032,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2032,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2032,0.064
NAmerica,PWRCOACANWS01,CO2,1,2032,0.211
NAmerica,PWRCOACANWS01,CO2,2,2032,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2032,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2032,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2032,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2032,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2032,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2032,0.064
NAmerica,PWRCOACANOT01,CO2,1,2032,0.211
NAmerica,PWRCOACANOT01,CO2,2,2032,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2032,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2032,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2032,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2032,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2032,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2033,0.064
NAmerica,PWRCOACANAT01,CO2,1,2033,0.211
NAmerica,PWRCOACANAT01,CO2,2,2033,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2033,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2033,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2033,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2033,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2033,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2033,0.064
NAmerica,PWRCOACANMW01,CO2,1,2033,0.211
NAmerica,PWRCOACANMW01,CO2,2,2033,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2033,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2033,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2033,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2033,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2033,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2033,0.064
NAmerica,PWRCOACANQC01,CO2,1,2033,0.211
NAmerica,PWRCOACANQC01,CO2,2,2033,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2033,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2033,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2033,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2033,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2033,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2033,0.064
NAmerica,PWRCOACANWS01,CO2,1,2033,0.211
NAmerica,PWRCOACANWS01,CO2,2,2033,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2033,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2033,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2033,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2033,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2033,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2033,0.064
NAmerica,PWRCOACANOT01,CO2,1,2033,0.211
NAmerica,PWRCOACANOT01,CO2,2,2033,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2033,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2033,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2033,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2033,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2033,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2034,0.064
NAmerica,PWRCOACANAT01,CO2,1,2034,0.211
NAmerica,PWRCOACANAT01,CO2,2,2034,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2034,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2034,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2034,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2034,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2034,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2034,0.064
NAmerica,PWRCOACANMW01,CO2,1,2034,0.211
NAmerica,PWRCOACANMW01,CO2,2,2034,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2034,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2034,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2034,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2034,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2034,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2034,0.064
NAmerica,PWRCOACANQC01,CO2,1,2034,0.211
NAmerica,PWRCOACANQC01,CO2,2,2034,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2034,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2034,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2034,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2034,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2034,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2034,0.064
NAmerica,PWRCOACANWS01,CO2,1,2034,0.211
NAmerica,PWRCOACANWS01,CO2,2,2034,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2034,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2034,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2034,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2034,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2034,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2034,0.064
NAmerica,PWRCOACANOT01,CO2,1,2034,0.211
NAmerica,PWRCOACANOT01,CO2,2,2034,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2034,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2034,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2034,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2034,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2034,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2035,0.064
NAmerica,PWRCOACANAT01,CO2,1,2035,0.211
NAmerica,PWRCOACANAT01,CO2,2,2035,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2035,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2035,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2035,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2035,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2035,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2035,0.064
NAmerica,PWRCOACANMW01,CO2,1,2035,0.211
NAmerica,PWRCOACANMW01,CO2,2,2035,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2035,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2035,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2035,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2035,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2035,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2035,0.064
NAmerica,PWRCOACANQC01,CO2,1,2035,0.211
NAmerica,PWRCOACANQC01,CO2,2,2035,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2035,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2035,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2035,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2035,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2035,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2035,0.064
NAmerica,PWRCOACANWS01,CO2,1,2035,0.211
NAmerica,PWRCOACANWS01,CO2,2,2035,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2035,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2035,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2035,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2035,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2035,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2035,0.064
NAmerica,PWRCOACANOT01,CO2,1,2035,0.211
NAmerica,PWRCOACANOT01,CO2,2,2035,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2035,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2035,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2035,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2035,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2035,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2036,0.064
NAmerica,PWRCOACANAT01,CO2,1,2036,0.211
NAmerica,PWRCOACANAT01,CO2,2,2036,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2036,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2036,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2036,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2036,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2036,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2036,0.064
NAmerica,PWRCOACANMW01,CO2,1,2036,0.211
NAmerica,PWRCOACANMW01,CO2,2,2036,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2036,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2036,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2036,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2036,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2036,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2036,0.064
NAmerica,PWRCOACANQC01,CO2,1,2036,0.211
NAmerica,PWRCOACANQC01,CO2,2,2036,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2036,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2036,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2036,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2036,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2036,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2036,0.064
NAmerica,PWRCOACANWS01,CO2,1,2036,0.211
NAmerica,PWRCOACANWS01,CO2,2,2036,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2036,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2036,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2036,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2036,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2036,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2036,0.064
NAmerica,PWRCOACANOT01,CO2,1,2036,0.211
NAmerica,PWRCOACANOT01,CO2,2,2036,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2036,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2036,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2036,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2036,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2036,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2037,0.064
NAmerica,PWRCOACANAT01,CO2,1,2037,0.211
NAmerica,PWRCOACANAT01,CO2,2,2037,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2037,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2037,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2037,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2037,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2037,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2037,0.064
NAmerica,PWRCOACANMW01,CO2,1,2037,0.211
NAmerica,PWRCOACANMW01,CO2,2,2037,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2037,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2037,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2037,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2037,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2037,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2037,0.064
NAmerica,PWRCOACANQC01,CO2,1,2037,0.211
NAmerica,PWRCOACANQC01,CO2,2,2037,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2037,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2037,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2037,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2037,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2037,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2037,0.064
NAmerica,PWRCOACANWS01,CO2,1,2037,0.211
NAmerica,PWRCOACANWS01,CO2,2,2037,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2037,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2037,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2037,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2037,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2037,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2037,0.064
NAmerica,PWRCOACANOT01,CO2,1,2037,0.211
NAmerica,PWRCOACANOT01,CO2,2,2037,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2037,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2037,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2037,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2037,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2037,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2038,0.064
NAmerica,PWRCOACANAT01,CO2,1,2038,0.211
NAmerica,PWRCOACANAT01,CO2,2,2038,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2038,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2038,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2038,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2038,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2038,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2038,0.064
NAmerica,PWRCOACANMW01,CO2,1,2038,0.211
NAmerica,PWRCOACANMW01,CO2,2,2038,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2038,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2038,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2038,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2038,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2038,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2038,0.064
NAmerica,PWRCOACANQC01,CO2,1,2038,0.211
NAmerica,PWRCOACANQC01,CO2,2,2038,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2038,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2038,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2038,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2038,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2038,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2038,0.064
NAmerica,PWRCOACANWS01,CO2,1,2038,0.211
NAmerica,PWRCOACANWS01,CO2,2,2038,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2038,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2038,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2038,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2038,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2038,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2038,0.064
NAmerica,PWRCOACANOT01,CO2,1,2038,0.211
NAmerica,PWRCOACANOT01,CO2,2,2038,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2038,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2038,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2038,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2038,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2038,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2039,0.064
NAmerica,PWRCOACANAT01,CO2,1,2039,0.211
NAmerica,PWRCOACANAT01,CO2,2,2039,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2039,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2039,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2039,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2039,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2039,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2039,0.064
NAmerica,PWRCOACANMW01,CO2,1,2039,0.211
NAmerica,PWRCOACANMW01,CO2,2,2039,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2039,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2039,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2039,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2039,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2039,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2039,0.064
NAmerica,PWRCOACANQC01,CO2,1,2039,0.211
NAmerica,PWRCOACANQC01,CO2,2,2039,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2039,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2039,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2039,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2039,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2039,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2039,0.064
NAmerica,PWRCOACANWS01,CO2,1,2039,0.211
NAmerica,PWRCOACANWS01,CO2,2,2039,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2039,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2039,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2039,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2039,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2039,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2039,0.064
NAmerica,PWRCOACANOT01,CO2,1,2039,0.211
NAmerica,PWRCOACANOT01,CO2,2,2039,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2039,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2039,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2039,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2039,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2039,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2040,0.064
NAmerica,PWRCOACANAT01,CO2,1,2040,0.211
NAmerica,PWRCOACANAT01,CO2,2,2040,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2040,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2040,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2040,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2040,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2040,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2040,0.064
NAmerica,PWRCOACANMW01,CO2,1,2040,0.211
NAmerica,PWRCOACANMW01,CO2,2,2040,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2040,0.056
