REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
NAmerica,PWRCOCCANMW01,CO2,2,2040,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2040,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2040,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2040,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2040,0.064
NAmerica,PWRCOACANQC01,CO2,1,2040,0.211
NAmerica,PWRCOACANQC01,CO2,2,2040,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2040,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2040,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2040,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2040,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2040,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2040,0.064
NAmerica,PWRCOACANWS01,CO2,1,2040,0.211
NAmerica,PWRCOACANWS01,CO2,2,2040,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2040,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2040,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2040,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2040,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2040,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2040,0.064
NAmerica,PWRCOACANOT01,CO2,1,2040,0.211
NAmerica,PWRCOACANOT01,CO2,2,2040,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2040,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2040,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2040,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2040,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2040,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2041,0.064
NAmerica,PWRCOACANAT01,CO2,1,2041,0.211
NAmerica,PWRCOACANAT01,CO2,2,2041,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2041,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2041,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2041,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2041,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2041,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2041,0.064
NAmerica,PWRCOACANMW01,CO2,1,2041,0.211
NAmerica,PWRCOACANMW01,CO2,2,2041,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2041,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2041,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2041,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2041,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2041,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2041,0.064
NAmerica,PWRCOACANQC01,CO2,1,2041,0.211
NAmerica,PWRCOACANQC01,CO2,2,2041,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2041,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2041,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2041,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2041,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2041,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2041,0.064
NAmerica,PWRCOACANWS01,CO2,1,2041,0.211
NAmerica,PWRCOACANWS01,CO2,2,2041,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2041,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2041,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2041,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2041,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2041,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2041,0.064
NAmerica,PWRCOACANOT01,CO2,1,2041,0.211
NAmerica,PWRCOACANOT01,CO2,2,2041,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2041,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2041,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2041,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2041,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2041,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2042,0.064
NAmerica,PWRCOACANAT01,CO2,1,2042,0.211
NAmerica,PWRCOACANAT01,CO2,2,2042,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2042,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2042,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2042,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2042,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2042,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2042,0.064
NAmerica,PWRCOACANMW01,CO2,1,2042,0.211
NAmerica,PWRCOACANMW01,CO2,2,2042,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2042,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2042,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2042,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2042,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2042,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2042,0.064
NAmerica,PWRCOACANQC01,CO2,1,2042,0.211
NAmerica,PWRCOACANQC01,CO2,2,2042,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2042,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2042,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2042,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2042,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2042,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2042,0.064
NAmerica,PWRCOACANWS01,CO2,1,2042,0.211
NAmerica,PWRCOACANWS01,CO2,2,2042,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2042,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2042,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2042,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2042,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2042,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2042,0.064
NAmerica,PWRCOACANOT01,CO2,1,2042,0.211
NAmerica,PWRCOACANOT01,CO2,2,2042,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2042,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2042,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2042,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2042,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2042,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2043,0.064
NAmerica,PWRCOACANAT01,CO2,1,2043,0.211
NAmerica,PWRCOACANAT01,CO2,2,2043,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2043,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2043,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2043,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2043,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2043,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2043,0.064
NAmerica,PWRCOACANMW01,CO2,1,2043,0.211
NAmerica,PWRCOACANMW01,CO2,2,2043,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2043,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2043,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2043,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2043,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2043,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2043,0.064
NAmerica,PWRCOACANQC01,CO2,1,2043,0.211
NAmerica,PWRCOACANQC01,CO2,2,2043,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2043,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2043,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2043,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2043,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2043,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2043,0.064
NAmerica,PWRCOACANWS01,CO2,1,2043,0.211
NAmerica,PWRCOACANWS01,CO2,2,2043,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2043,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2043,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2043,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2043,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2043,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2043,0.064
NAmerica,PWRCOACANOT01,CO2,1,2043,0.211
NAmerica,PWRCOACANOT01,CO2,2,2043,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2043,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2043,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2043,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2043,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2043,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2044,0.064
NAmerica,PWRCOACANAT01,CO2,1,2044,0.211
NAmerica,PWRCOACANAT01,CO2,2,2044,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2044,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2044,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2044,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2044,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2044,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2044,0.064
NAmerica,PWRCOACANMW01,CO2,1,2044,0.211
NAmerica,PWRCOACANMW01,CO2,2,2044,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2044,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2044,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2044,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2044,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2044,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2044,0.064
NAmerica,PWRCOACANQC01,CO2,1,2044,0.211
NAmerica,PWRCOACANQC01,CO2,2,2044,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2044,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2044,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2044,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2044,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2044,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2044,0.064
NAmerica,PWRCOACANWS01,CO2,1,2044,0.211
NAmerica,PWRCOACANWS01,CO2,2,2044,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2044,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2044,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2044,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2044,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2044,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2044,0.064
NAmerica,PWRCOACANOT01,CO2,1,2044,0.211
NAmerica,PWRCOACANOT01,CO2,2,2044,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2044,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2044,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2044,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2044,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2044,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2045,0.064
NAmerica,PWRCOACANAT01,CO2,1,2045,0.211
NAmerica,PWRCOACANAT01,CO2,2,2045,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2045,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2045,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2045,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2045,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2045,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2045,0.064
NAmerica,PWRCOACANMW01,CO2,1,2045,0.211
NAmerica,PWRCOACANMW01,CO2,2,2045,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2045,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2045,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2045,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2045,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2045,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2045,0.064
NAmerica,PWRCOACANQC01,CO2,1,2045,0.211
NAmerica,PWRCOACANQC01,CO2,2,2045,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2045,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2045,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2045,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2045,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2045,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2045,0.064
NAmerica,PWRCOACANWS01,CO2,1,2045,0.211
NAmerica,PWRCOACANWS01,CO2,2,2045,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2045,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2045,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2045,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2045,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2045,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2045,0.064
NAmerica,PWRCOACANOT01,CO2,1,2045,0.211
NAmerica,PWRCOACANOT01,CO2,2,2045,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2045,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2045,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2045,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2045,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2045,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2046,0.064
NAmerica,PWRCOACANAT01,CO2,1,2046,0.211
NAmerica,PWRCOACANAT01,CO2,2,2046,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2046,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2046,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2046,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2046,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2046,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2046,0.064
NAmerica,PWRCOACANMW01,CO2,1,2046,0.211
NAmerica,PWRCOACANMW01,CO2,2,2046,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2046,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2046,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2046,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2046,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2046,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2046,0.064
NAmerica,PWRCOACANQC01,CO2,1,2046,0.211
NAmerica,PWRCOACANQC01,CO2,2,2046,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2046,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2046,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2046,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2046,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2046,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2046,0.064
NAmerica,PWRCOACANWS01,CO2,1,2046,0.211
NAmerica,PWRCOACANWS01,CO2,2,2046,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2046,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2046,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2046,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2046,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2046,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2046,0.064
NAmerica,PWRCOACANOT01,CO2,1,2046,0.211
NAmerica,PWRCOACANOT01,CO2,2,2046,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2046,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2046,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2046,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2046,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2046,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2047,0.064
NAmerica,PWRCOACANAT01,CO2,1,2047,0.211
NAmerica,PWRCOACANAT01,CO2,2,2047,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2047,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2047,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2047,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2047,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2047,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2047,0.064
NAmerica,PWRCOACANMW01,CO2,1,2047,0.211
NAmerica,PWRCOACANMW01,CO2,2,2047,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2047,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2047,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2047,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2047,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2047,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2047,0.064
NAmerica,PWRCOACANQC01,CO2,1,2047,0.211
NAmerica,PWRCOACANQC01,CO2,2,2047,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2047,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2047,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2047,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2047,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2047,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2047,0.064
NAmerica,PWRCOACANWS01,CO2,1,2047,0.211
NAmerica,PWRCOACANWS01,CO2,2,2047,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2047,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2047,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2047,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2047,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2047,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2047,0.064
NAmerica,PWRCOACANOT01,CO2,1,2047,0.211
NAmerica,PWRCOACANOT01,CO2,2,2047,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2047,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2047,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2047,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2047,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2047,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2048,0.064
NAmerica,PWRCOACANAT01,CO2,1,2048,0.211
NAmerica,PWRCOACANAT01,CO2,2,2048,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2048,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2048,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2048,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2048,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2048,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2048,0.064
NAmerica,PWRCOACANMW01,CO2,1,2048,0.211
NAmerica,PWRCOACANMW01,CO2,2,2048,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2048,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2048,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2048,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2048,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2048,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2048,0.064
NAmerica,PWRCOACANQC01,CO2,1,2048,0.211
NAmerica,PWRCOACANQC01,CO2,2,2048,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2048,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2048,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2048,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2048,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2048,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2048,0.064
NAmerica,PWRCOACANWS01,CO2,1,2048,0.211
NAmerica,PWRCOACANWS01,CO2,2,2048,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2048,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2048,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2048,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2048,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2048,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2048,0.064
NAmerica,PWRCOACANOT01,CO2,1,2048,0.211
NAmerica,PWRCOACANOT01,CO2,2,2048,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2048,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2048,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2048,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2048,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2048,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2049,0.064
NAmerica,PWRCOACANAT01,CO2,1,2049,0.211
NAmerica,PWRCOACANAT01,CO2,2,2049,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2049,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2049,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2049,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2049,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2049,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2049,0.064
NAmerica,PWRCOACANMW01,CO2,1,2049,0.211
NAmerica,PWRCOACANMW01,CO2,2,2049,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2049,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2049,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2049,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2049,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2049,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2049,0.064
NAmerica,PWRCOACANQC01,CO2,1,2049,0.211
NAmerica,PWRCOACANQC01,CO2,2,2049,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2049,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2049,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2049,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2049,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2049,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2049,0.064
NAmerica,PWRCOACANWS01,CO2,1,2049,0.211
NAmerica,PWRCOACANWS01,CO2,2,2049,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2049,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2049,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2049,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2049,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2049,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2049,0.064
NAmerica,PWRCOACANOT01,CO2,1,2049,0.211
NAmerica,PWRCOACANOT01,CO2,2,2049,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2049,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2049,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2049,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2049,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2049,0.103
NAmerica,PWRBIOCANAT01,CO2,1,2050,0.064
NAmerica,PWRCOACANAT01,CO2,1,2050,0.211
NAmerica,PWRCOACANAT01,CO2,2,2050,0.211
NAmerica,PWRCOCCANAT01,CO2,1,2050,0.056
NAmerica,PWRCOCCANAT01,CO2,2,2050,0.056
NAmerica,PWRCTGCANAT01,CO2,1,2050,0.134
NAmerica,PWRCCGCANAT01,CO2,1,2050,0.103
NAmerica,PWRCCGCANAT01,CO2,2,2050,0.103
NAmerica,PWRBIOCANMW01,CO2,1,2050,0.064
NAmerica,PWRCOACANMW01,CO2,1,2050,0.211
NAmerica,PWRCOACANMW01,CO2,2,2050,0.211
NAmerica,PWRCOCCANMW01,CO2,1,2050,0.056
NAmerica,PWRCOCCANMW01,CO2,2,2050,0.056
NAmerica,PWRCTGCANMW01,CO2,1,2050,0.134
NAmerica,PWRCCGCANMW01,CO2,1,2050,0.103
NAmerica,PWRCCGCANMW01,CO2,2,2050,0.103
NAmerica,PWRBIOCANQC01,CO2,1,2050,0.064
NAmerica,PWRCOACANQC01,CO2,1,2050,0.211
NAmerica,PWRCOACANQC01,CO2,2,2050,0.211
NAmerica,PWRCOCCANQC01,CO2,1,2050,0.056
NAmerica,PWRCOCCANQC01,CO2,2,2050,0.056
NAmerica,PWRCTGCANQC01,CO2,1,2050,0.134
NAmerica,PWRCCGCANQC01,CO2,1,2050,0.103
NAmerica,PWRCCGCANQC01,CO2,2,2050,0.103
NAmerica,PWRBIOCANWS01,CO2,1,2050,0.064
NAmerica,PWRCOACANWS01,CO2,1,2050,0.211
NAmerica,PWRCOACANWS01,CO2,2,2050,0.211
NAmerica,PWRCOCCANWS01,CO2,1,2050,0.056
NAmerica,PWRCOCCANWS01,CO2,2,2050,0.056
NAmerica,PWRCTGCANWS01,CO2,1,2050,0.134
NAmerica,PWRCCGCANWS01,CO2,1,2050,0.103
NAmerica,PWRCCGCANWS01,CO2,2,2050,0.103
NAmerica,PWRBIOCANOT01,CO2,1,2050,0.064
NAmerica,PWRCOACANOT01,CO2,1,2050,0.211
NAmerica,PWRCOACANOT01,CO2,2,2050,0.211
NAmerica,PWRCOCCANOT01,CO2,1,2050,0.056
NAmerica,PWRCOCCANOT01,CO2,2,2050,0.056
NAmerica,PWRCTGCANOT01,CO2,1,2050,0.134
NAmerica,PWRCCGCANOT01,CO2,1,2050,0.103
NAmerica,PWRCCGCANOT01,CO2,2,2050,0.103
